timestamp,hour,minute,second,cpu_usage,memory_usage,swap_memory,disk_usage_percent,system_uptime_minutes,process_count,active_processes,background_processes,high_cpu_processes,high_memory_processes,python_processes,shell_processes,suspicious_process_names,zombie_processes,cpu_threads,total_threads,thread_to_process_ratio,keyboard_events,keyboard_to_process_ratio,total_open_files,network_connections,total_connections,users_logged_in,cpu_to_keyboard_ratio,keyboard_hardware_interrupts,kernel_context_switches_delta,kernel_sys_read_delta,kernel_sys_write_delta,kernel_openat_delta,kernel_execve_delta,kernel_connect_delta,scenario,collector_type,label
2026-05-26 21:21:59.044721,21,21,59,0.0,37.5,0.0,50.1,52.5,239,239,232,0,3,1,3,5,1,4,806,3.3724,239,1.0,239,47,47,2,0.0,0,871,2063,331,1440,2,3,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:21:59.685066,21,21,59,0.0,37.5,0.0,50.1,52.51,239,239,232,0,3,1,3,5,1,4,806,3.3724,239,1.0,239,47,47,2,0.0,0,541,1959,170,1423,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:00.326399,21,22,0,2.4,37.5,0.0,50.1,52.52,239,239,232,1,3,1,3,5,1,4,806,3.3724,239,1.0,239,48,48,2,0.01,0,5353,3341,1595,1420,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:00.972747,21,22,0,2.3,37.4,0.0,50.1,52.53,239,239,232,0,3,1,3,5,1,4,806,3.3724,239,1.0,239,50,50,2,0.0096,0,1686,2336,568,1441,2,8,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:01.624879,21,22,1,12.8,36.5,0.0,50.1,52.54,239,239,232,2,3,1,3,5,1,4,804,3.364,239,1.0,239,50,50,2,0.0536,0,2649,2218,470,1417,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:02.274189,21,22,2,0.0,35.4,0.0,50.1,52.55,239,239,232,2,2,1,3,5,1,4,794,3.3222,239,1.0,239,50,50,2,0.0,0,2569,2796,994,1423,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:02.916707,21,22,2,7.5,34.9,0.0,50.1,52.56,238,238,231,0,2,1,3,5,1,4,789,3.3151,238,1.0,238,51,51,2,0.0315,0,959,2152,402,1439,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:03.556281,21,22,3,4.9,34.6,0.0,50.1,52.58,239,239,232,0,2,1,3,5,1,4,790,3.3054,239,1.0,239,51,51,2,0.0205,0,1543,2714,894,1779,3,2,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:04.192058,21,22,4,12.2,34.5,0.0,50.1,52.59,239,239,232,0,2,1,3,5,1,4,790,3.3054,239,1.0,239,51,51,2,0.051,0,1121,2101,326,1428,2,1,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:04.849203,21,22,4,2.2,34.3,0.0,50.1,52.6,239,239,232,0,2,1,3,5,1,4,790,3.3054,239,1.0,239,51,51,2,0.0092,4,1168,2200,407,1422,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:05.489665,21,22,5,2.4,34.2,0.0,50.1,52.61,239,239,232,1,3,1,3,5,1,4,790,3.3054,239,1.0,239,50,50,2,0.01,0,2760,2260,528,1435,2,27,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:06.121588,21,22,6,9.8,34.1,0.0,50.1,52.62,239,239,232,0,3,1,3,5,1,4,789,3.3013,239,1.0,239,50,50,2,0.041,3,1209,2202,394,1427,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:06.762797,21,22,6,2.6,33.7,0.0,50.1,52.63,239,239,232,1,2,1,3,5,1,4,789,3.3013,239,1.0,239,50,50,2,0.0109,3,2721,2552,773,1426,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:07.403557,21,22,7,0.0,33.7,0.0,50.1,52.64,239,239,232,0,2,1,3,5,1,4,788,3.2971,239,1.0,239,50,50,2,0.0,2,1652,2178,387,1429,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:08.044426,21,22,8,2.4,33.6,0.0,50.1,52.65,239,239,232,0,3,1,3,5,1,4,788,3.2971,239,1.0,239,50,50,2,0.01,0,1129,2110,322,1428,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:08.700756,21,22,8,0.0,33.5,0.0,50.1,52.66,239,239,232,0,3,1,3,5,1,4,787,3.2929,239,1.0,239,50,50,2,0.0,2,775,2065,282,1417,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:09.349580,21,22,9,0.0,33.5,0.0,50.1,52.67,239,239,232,1,3,1,3,5,1,4,787,3.2929,239,1.0,239,50,50,2,0.0,0,1567,2115,361,1428,2,27,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:09.987064,21,22,9,0.0,33.4,0.0,50.1,52.68,239,239,232,0,3,1,3,5,1,4,782,3.272,239,1.0,239,50,50,2,0.0,0,763,2022,250,1418,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:10.657497,21,22,10,0.0,33.2,0.0,50.1,52.69,239,239,232,1,3,1,3,5,1,4,782,3.272,239,1.0,239,50,50,2,0.0,0,1316,2153,366,1424,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:11.307252,21,22,11,7.1,33.1,0.0,50.1,52.7,239,239,232,0,3,1,3,5,1,4,782,3.272,239,1.0,239,50,50,2,0.0297,0,460,1935,159,1416,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 21:22:11.953617,21,22,11,0.0,33.1,0.0,50.1,52.72,239,239,232,0,3,1,3,5,1,4,782,3.272,239,1.0,239,50,50,2,0.0,2,1056,2133,343,1423,2,0,level3_benign_normal_behavior,ebpf,benign
